Year;Country;Region;Energy type;Energy consumption (KWh);Energy consumption (MWh);Energy consumption (TWh);Sector;;
2021;France;Centre-Val de Loire;Electricity;1236380;1236;0.00123638;Services;;
2021;France;Centre-Val de Loire;Electricity;73945;74;7.3945E-5;Services;;
2021;France;Centre-Val de Loire;Electricity;178759;179;0.000178759;Services;;
2021;France;Centre-Val de Loire;Electricity;657951;658;0.000657951;Services;;
2021;France;Centre-Val de Loire;Electricity;88224;88;8.8224E-5;Services;;
2021;France;Centre-Val de Loire;Electricity;1567262;1567;0.001567262;Services;;
2021;France;Centre-Val de Loire;Electricity;2904738;2905;0.002904738;Agriculture;;
2021;France;Centre-Val de Loire;Electricity;27634408;27634;0.027634408;Services;;
2021;France;Grand Est;Electricity;11549792;11550;0.011549792;Industry;;
2021;France;Grand Est;Electricity;194156;194;0.000194156;Industry;;
2021;France;Grand Est;Electricity;85951;86;8.5951E-5;Industry;;
2021;France;Grand Est;Electricity;2603690;2604;0.00260369;Industry;;
2021;France;Grand Est;Electricity;628237;628;0.000628237;Industry;;
2021;France;Grand Est;Electricity;2268407;2268;0.002268407;Industry;;
2021;France;Grand Est;Electricity;1781652;1782;0.001781652;Industry;;
2021;France;Grand Est;Electricity;2083660;2084;0.00208366;Services;;
2021;France;Grand Est;Electricity;272967;273;0.000272967;Services;;
2021;France;Grand Est;Electricity;4877722;4878;0.004877722;Services;;
2021;France;Grand Est;Electricity;424137;424;0.000424137;Services;;
2021;France;Grand Est;Electricity;652056;652;0.000652056;Services;;
2021;France;Grand Est;Electricity;160587;161;0.000160587;Services;;
2021;France;Grand Est;Electricity;71868;72;7.1868E-5;Services;;
2021;France;Grand Est;Electricity;581404;581;0.000581404;Services;;
2021;France;Grand Est;Electricity;475095;475;0.000475095;Services;;
2021;France;Grand Est;Electricity;13808;14;1.3808E-5;Services;;
2021;France;Grand Est;Electricity;455168;455;0.000455168;Services;;
2021;France;Grand Est;Electricity;508474;508;0.000508474;Services;;
2021;France;Grand Est;Electricity;74214;74;7.4214E-5;Services;;
2021;France;Grand Est;Electricity;100600517;100601;0.100600517;Industry;;
2021;France;Grand Est;Electricity;27027;27;2.7027E-5;Industry;;
2021;France;Grand Est;Electricity;2672713;2673;0.002672713;Services;;
2021;France;Grand Est;Electricity;1216123;1216;0.001216123;Services;;
2021;France;Grand Est;Electricity;122865;123;0.000122865;Services;;
2021;France;Grand Est;Electricity;2102587;2103;0.002102587;Services;;
2021;France;Grand Est;Electricity;78265;78;7.8265E-5;Services;;
2021;France;Grand Est;Electricity;959538;960;0.000959538;Services;;
2021;France;Grand Est;Electricity;2133035;2133;0.002133035;Services;;
2021;France;Grand Est;Electricity;912297;912;0.000912297;Services;;
2021;France;Grand Est;Gas;1397000;1397;0.001397;Industry;;
2021;France;Grand Est;Gas;2958000;2958;0.002958;Industry;;
2021;France;Grand Est;Gas;4079000;4079;0.004079;Services;;
2021;France;Auvergne-Rhône-Alpes;Gas;2323318;2323;0.002323318;Households;;
2021;France;Occitanie;Gas;765000;765;0.000765;Services;;
2021;France;Occitanie;Gas;14840000;14840;0.01484;Services;;
2021;France;Occitanie;Gas;1235000;1235;0.001235;Services;;
2021;France;Occitanie;Gas;1437000;1437;0.001437;Industry;;
2021;France;Occitanie;Gas;121223810;121224;0.12122381;Households;;
2021;France;Nouvelle-Aquitaine;Gas;3321689;3322;0.003321689;Industry;;
2021;France;Hauts-de-France;Gas;858775;859;0.000858775;Industry;;
2021;France;Île-de-France;Gas;2483104.91;2483;0.00248310491;Agriculture;;
2021;France;Île-de-France;Gas;1204724.86;1205;0.00120472486;Agriculture;;
2021;France;Île-de-France;Gas;222090697.2;222091;0.2220906972;Industry;;
2021;France;Île-de-France;Gas;25871402.62;25871;0.02587140262;Industry;;
2021;France;Île-de-France;Gas;86300965.95;86301;0.08630096595;Industry;;
2021;France;Île-de-France;Gas;44173247.04;44173;0.04417324704;Industry;;
2021;France;Île-de-France;Gas;37365627.86;37366;0.03736562786;Industry;;
2021;France;Île-de-France;Gas;15911249.65;15911;0.01591124965;Industry;;
2021;France;Île-de-France;Gas;28914287.53;28914;0.02891428753;Industry;;
2021;France;Île-de-France;Gas;745394418.1;745394;0.7453944181;Services;;
2021;France;Île-de-France;Gas;90296866.72;90297;0.09029686672;Services;;
2021;France;Île-de-France;Gas;359459361.5;359459;0.3594593615;Services;;
2021;France;Île-de-France;Gas;6688849.49;6689;0.00668884949;Services;;
2021;France;Île-de-France;Gas;80344199.02;80344;0.08034419902;Services;;
2021;France;Île-de-France;Gas;682999178.6;682999;0.6829991786;Services;;
2021;France;Île-de-France;Gas;133748060.8;133748;0.1337480608;Services;;
2021;France;Île-de-France;Gas;14026918.68;14027;0.01402691868;Services;;
2021;France;Île-de-France;Gas;162557841.6;162558;0.1625578416;Services;;
2021;France;Île-de-France;Gas;1201779.96;1202;0.00120177996;Services;;
2021;France;Île-de-France;Gas;697142938.7;697143;0.6971429387;Industry;;
2021;France;Centre-Val de Loire;Gas;287150450.3;287150;0.2871504503;Agriculture;;
2021;France;Centre-Val de Loire;Gas;4312563.92;4313;0.00431256392;Industry;;
2021;France;Centre-Val de Loire;Gas;155167377.4;155167;0.1551673774;Industry;;
2021;France;Centre-Val de Loire;Gas;72126821.63;72127;0.07212682163;Industry;;
2021;France;Centre-Val de Loire;Gas;42500027.28;42500;0.04250002728;Industry;;
2021;France;Centre-Val de Loire;Gas;85546021.25;85546;0.08554602125;Industry;;
2021;France;Centre-Val de Loire;Gas;26797210.48;26797;0.02679721048;Services;;
2021;France;Centre-Val de Loire;Gas;46699312.28;46699;0.04669931228;Services;;
2021;France;Centre-Val de Loire;Gas;155065036.5;155065;0.1550650365;Services;;
2021;France;Centre-Val de Loire;Gas;10466768.56;10467;0.01046676856;Services;;
2021;France;Centre-Val de Loire;Gas;12773249.96;12773;0.01277324996;Services;;
2021;France;Centre-Val de Loire;Gas;47664034.85;47664;0.04766403485;Services;;
2021;France;Centre-Val de Loire;Gas;9720642.02;9721;0.00972064202;Services;;
2021;France;Centre-Val de Loire;Gas;18699330.52;18699;0.01869933052;Services;;
2021;France;Bourgogne-Franche-Comté;Gas;317731690.5;317732;0.3177316905;Industry;;
2021;France;Bourgogne-Franche-Comté;Gas;333895926.2;333896;0.3338959262;Industry;;
2021;France;Bourgogne-Franche-Comté;Gas;11123760.81;11124;0.01112376081;Industry;;
2021;France;Bourgogne-Franche-Comté;Gas;19760488.25;19760;0.01976048825;Industry;;
2021;France;Bourgogne-Franche-Comté;Gas;79651570.35;79652;0.07965157035;Industry;;
2021;France;Bourgogne-Franche-Comté;Gas;152577695.7;152578;0.1525776957;Industry;;
2021;France;Bourgogne-Franche-Comté;Gas;19472560.54;19473;0.01947256054;Industry;;
2021;France;Bourgogne-Franche-Comté;Gas;12235896.35;12236;0.01223589635;Industry;;
2021;France;Bourgogne-Franche-Comté;Gas;43809166.96;43809;0.04380916696;Services;;
2021;France;Bourgogne-Franche-Comté;Gas;8558881.76;8559;0.00855888176;Services;;
2021;France;Bourgogne-Franche-Comté;Gas;29014.26;29;2.901426E-5;Services;;
2021;France;Bourgogne-Franche-Comté;Gas;4647691.01;4648;0.00464769101;Services;;
2021;France;Bourgogne-Franche-Comté;Gas;40828495.4;40828;0.0408284954;Agriculture;;
2021;France;Bourgogne-Franche-Comté;Gas;241902175.3;241902;0.2419021753;Industry;;
2021;France;Bourgogne-Franche-Comté;Gas;1470896409;1470896;1.470896409;Services;;
2021;France;Normandie;Gas;85265884.85;85266;0.08526588485;Industry;;
2021;France;Normandie;Gas;2700494.77;2700;0.00270049477;Industry;;
2021;France;Normandie;Gas;81330014.65;81330;0.08133001465;Industry;;
2021;France;Normandie;Gas;158327535.6;158328;0.1583275356;Industry;;
2021;France;Normandie;Gas;34298677.91;34299;0.03429867791;Industry;;
2021;France;Normandie;Gas;58805149.47;58805;0.05880514947;Industry;;
2021;France;Normandie;Gas;1803793.36;1804;0.00180379336;Industry;;
2021;France;Normandie;Gas;37525566.01;37526;0.03752556601;Industry;;
2021;France;Normandie;Gas;89711262.49;89711;0.08971126249;Services;;
2021;France;Normandie;Gas;780999.99;781;0.00078099999;Services;;
2021;France;Normandie;Gas;4971817.34;4972;0.00497181734;Services;;
2021;France;Normandie;Gas;26977912.45;26978;0.02697791245;Services;;
2021;France;Hauts-de-France;Gas;1021040.96;1021;0.00102104096;Agriculture;;
2021;France;Hauts-de-France;Gas;746551.71;747;0.00074655171;Industry;;
2021;France;Hauts-de-France;Gas;157414292;157414;0.157414292;Industry;;
2021;France;Hauts-de-France;Gas;68757088.68;68757;0.06875708868;Industry;;
2021;France;Hauts-de-France;Gas;14347428.4;14347;0.0143474284;Industry;;
2021;France;Hauts-de-France;Gas;4403.99;4;4.40399E-6;Industry;;
2021;France;Hauts-de-France;Gas;3964988.38;3965;0.00396498838;Services;;
2021;France;Hauts-de-France;Gas;291571579;291572;0.291571579;Services;;
2021;France;Hauts-de-France;Gas;222459546.4;222460;0.2224595464;Services;;
2021;France;Hauts-de-France;Gas;354476.05;354;0.00035447605;Services;;
2021;France;Hauts-de-France;Gas;2510845.32;2511;0.00251084532;Services;;
2021;France;Hauts-de-France;Gas;122717609.7;122718;0.1227176097;Services;;
2021;France;Hauts-de-France;Gas;69828.48;70;6.982848E-5;Services;;
2021;France;Hauts-de-France;Gas;436906658.4;436907;0.4369066584;Services;;
2021;France;Hauts-de-France;Gas;236326799.1;236327;0.2363267991;Services;;
2021;France;Hauts-de-France;Gas;425808.77;426;0.00042580877;Services;;
2021;France;Grand Est;Gas;255563756.4;255564;0.2555637564;Industry;;
2021;France;Grand Est;Gas;15631806.31;15632;0.01563180631;Industry;;
2021;France;Grand Est;Gas;158457.16;158;0.00015845716;Services;;
2021;France;Grand Est;Gas;517345864.1;517346;0.5173458641;Services;;
2021;France;Grand Est;Gas;25241733.54;25242;0.02524173354;Services;;
2021;France;Grand Est;Gas;81349156.02;81349;0.08134915602;Services;;
2021;France;Grand Est;Gas;684084.17;684;0.00068408417;Services;;
2021;France;Grand Est;Gas;13738182470;13738182;13.73818247;Households;;
2021;France;Pays de la Loire;Gas;22028523.39;22029;0.02202852339;Industry;;
2021;France;Pays de la Loire;Gas;51597031.68;51597;0.05159703168;Industry;;
2021;France;Pays de la Loire;Gas;3624660.73;3625;0.00362466073;Industry;;
2021;France;Pays de la Loire;Gas;8131165.95;8131;0.00813116595;Services;;
2021;France;Pays de la Loire;Gas;1832903.39;1833;0.00183290339;Services;;
2021;France;Pays de la Loire;Gas;4466819.25;4467;0.00446681925;Services;;
2021;France;Pays de la Loire;Gas;22001058.21;22001;0.02200105821;Services;;
2021;France;Pays de la Loire;Gas;312047.71;312;0.00031204771;Services;;
2021;France;Bretagne;Gas;2075955296;2075955;2.075955296;Industry;;
2021;France;Bretagne;Gas;75111841.52;75112;0.07511184152;Industry;;
2021;France;Bretagne;Gas;88713264.81;88713;0.08871326481;Industry;;
2021;France;Bretagne;Gas;1779714.58;1780;0.00177971458;Industry;;
2021;France;Bretagne;Gas;7551215.91;7551;0.00755121591;Industry;;
2021;France;Bretagne;Gas;107241026.1;107241;0.1072410261;Services;;
2021;France;Bretagne;Gas;45783700.89;45784;0.04578370089;Services;;
2021;France;Bretagne;Gas;49867003.03;49867;0.04986700303;Services;;
2021;France;Bretagne;Gas;37590329.82;37590;0.03759032982;Services;;
2021;France;Nouvelle-Aquitaine;Gas;231152148;231152;0.231152148;Agriculture;;
2021;France;Nouvelle-Aquitaine;Gas;200856784.2;200857;0.2008567842;Industry;;
2021;France;Nouvelle-Aquitaine;Gas;68027239.91;68027;0.06802723991;Industry;;
2021;France;Nouvelle-Aquitaine;Gas;4282027.47;4282;0.00428202747;Industry;;
2021;France;Nouvelle-Aquitaine;Gas;21632128.7;21632;0.0216321287;Services;;
2021;France;Nouvelle-Aquitaine;Gas;262386.06;262;0.00026238606;Services;;
2021;France;Nouvelle-Aquitaine;Gas;141309317.2;141309;0.1413093172;Services;;
2021;France;Nouvelle-Aquitaine;Gas;59592253.83;59592;0.05959225383;Services;;
2021;France;Occitanie;Gas;399772515;399773;0.399772515;Industry;;
2021;France;Occitanie;Gas;219446946.5;219447;0.2194469465;Industry;;
2021;France;Occitanie;Gas;133013235.2;133013;0.1330132352;Industry;;
2021;France;Occitanie;Gas;96302352.59;96302;0.09630235259;Industry;;
2021;France;Occitanie;Gas;9805720.12;9806;0.00980572012;Industry;;
2021;France;Occitanie;Gas;124868.15;125;0.00012486815;Services;;
2021;France;Auvergne-Rhône-Alpes;Gas;64222636.17;64223;0.06422263617;Agriculture;;
2021;France;Auvergne-Rhône-Alpes;Gas;615107.84;615;0.00061510784;Agriculture;;
2021;France;Auvergne-Rhône-Alpes;Gas;504912984.4;504913;0.5049129844;Industry;;
2021;France;Auvergne-Rhône-Alpes;Gas;6636852.35;6637;0.00663685235;Services;;
2021;France;Auvergne-Rhône-Alpes;Gas;163911527.1;163912;0.1639115271;Services;;
2021;France;Auvergne-Rhône-Alpes;Gas;1372844.41;1373;0.00137284441;Services;;
2021;France;Centre-Val de Loire;Gas;65016617.77;65017;0.06501661777;Industry;;
2021;France;Centre-Val de Loire;Gas;538079.65;538;0.00053807965;Industry;;
2021;France;Centre-Val de Loire;Gas;10671377.76;10671;0.01067137776;Industry;;
2021;France;Normandie;Gas;16039000.66;16039;0.01603900066;Services;;
2021;France;Hauts-de-France;Gas;42463181.39;42463;0.04246318139;Industry;;
2021;France;Hauts-de-France;Gas;13764430730;13764431;13.76443073;Industry;;
2021;France;Hauts-de-France;Gas;3293905.608;3294;0.003293905608;Services;;
2021;France;Hauts-de-France;Gas;13319560.44;13320;0.01331956044;Services;;
2021;France;Grand Est;Gas;4187929862;4187930;4.187929862;Industry;;
2021;France;Grand Est;Gas;3440836.637;3441;0.003440836637;Industry;;
2021;France;Grand Est;Gas;3048391933;3048392;3.048391933;Industry;;
2021;France;Grand Est;Gas;12320743720;12320744;12.32074372;Industry;;
2021;France;Pays de la Loire;Gas;345937890.7;345938;0.3459378907;Industry;;
2021;France;Pays de la Loire;Gas;267325354.6;267325;0.2673253546;Industry;;
2021;France;Pays de la Loire;Gas;30208625.07;30209;0.03020862507;Services;;
2021;France;Nouvelle-Aquitaine;Gas;86484265.34;86484;0.08648426534;Industry;;
2021;France;Auvergne-Rhône-Alpes;Gas;762498109;762498;0.762498109;Industry;;
2021;France;Auvergne-Rhône-Alpes;Gas;1108892611;1108893;1.108892611;Services;;
2021;France;Provence-Alpes-Côte d'Azur;Gas;80582938.4;80583;0.0805829384;Services;;
2021;France;Nouvelle-Aquitaine;Gas;24354000;24354;0.024354;Industry;;
2021;France;Nouvelle-Aquitaine;Gas;288519000;288519;0.288519;Industry;;
2021;France;Nouvelle-Aquitaine;Gas;2949000;2949;0.002949;Services;;
2021;France;Nouvelle-Aquitaine;Gas;2848000;2848;0.002848;Services;;
2021;France;Nouvelle-Aquitaine;Gas;136400000;136400;0.1364;Services;;
2021;France;Nouvelle-Aquitaine;Gas;27260000;27260;0.02726;Services;;
2021;France;Nouvelle-Aquitaine;Gas;63404000;63404;0.063404;Industry;;
2021;France;Grand Est;Gas;6670000;6670;0.00667;Services;;
2020;France;Grand Est;Gas;404184561;404185;0.404184561;Services;;
2020;France;Grand Est;Gas;3324140.21;3324;0.00332414021;Services;;
2020;France;Grand Est;Gas;12162754.49;12163;0.01216275449;Services;;
2020;France;Grand Est;Gas;19240533.8;19241;0.0192405338;Services;;
2020;France;Grand Est;Gas;90566.91;91;9.056691E-5;Services;;
2020;France;Grand Est;Gas;17695476.01;17695;0.01769547601;Services;;
2020;France;Grand Est;Gas;71420.17;71;7.142017E-5;Services;;
2020;France;Grand Est;Gas;69427773.3;69428;0.0694277733;Services;;
2020;France;Grand Est;Gas;762655204.4;762655;0.7626552044;Services;;
2020;France;Grand Est;Gas;77973147.59;77973;0.07797314759;Services;;
2020;France;Grand Est;Gas;8404429.82;8404;0.00840442982;Services;;
2020;France;Grand Est;Gas;38708933.51;38709;0.03870893351;Services;;
2020;France;Grand Est;Gas;1915076381;1915076;1.915076381;Services;;
2020;France;Pays de la Loire;Gas;188745258.6;188745;0.1887452586;Agriculture;;
2020;France;Pays de la Loire;Gas;84084668.12;84085;0.08408466812;Industry;;
2020;France;Pays de la Loire;Gas;165516139.1;165516;0.1655161391;Industry;;
2020;France;Pays de la Loire;Gas;13906978.43;13907;0.01390697843;Industry;;
2020;France;Pays de la Loire;Gas;938303.27;938;0.00093830327;Industry;;
2020;France;Pays de la Loire;Gas;50419221.12;50419;0.05041922112;Industry;;
2020;France;Pays de la Loire;Gas;24584443.01;24584;0.02458444301;Industry;;
2020;France;Pays de la Loire;Gas;245421198;245421;0.245421198;Industry;;
2020;France;Pays de la Loire;Gas;20043874.37;20044;0.02004387437;Industry;;
2020;France;Pays de la Loire;Gas;37941385.74;37941;0.03794138574;Industry;;
2020;France;Pays de la Loire;Gas;59066338.51;59066;0.05906633851;Industry;;
2020;France;Pays de la Loire;Gas;36363205.25;36363;0.03636320525;Industry;;
2020;France;Pays de la Loire;Gas;15192500.71;15193;0.01519250071;Industry;;
2020;France;Pays de la Loire;Gas;3002683.97;3003;0.00300268397;Services;;
2020;France;Pays de la Loire;Gas;138010.02;138;0.00013801002;Services;;
2020;France;Pays de la Loire;Gas;133208691.6;133209;0.1332086916;Services;;
2020;France;Pays de la Loire;Gas;211001727.9;211002;0.2110017279;Services;;
2020;France;Pays de la Loire;Gas;77766920.41;77767;0.07776692041;Services;;
2020;France;Pays de la Loire;Gas;26629469.35;26629;0.02662946935;Services;;
2020;France;Pays de la Loire;Gas;2089735.75;2090;0.00208973575;Services;;
2020;France;Pays de la Loire;Gas;6734061.58;6734;0.00673406158;Services;;
2020;France;Pays de la Loire;Gas;84833.27;85;8.483327E-5;Services;;
2020;France;Pays de la Loire;Gas;203418.1;203;0.0002034181;Services;;
2020;France;Pays de la Loire;Gas;20857339.5;20857;0.0208573395;Services;;
2020;France;Pays de la Loire;Gas;14037315.53;14037;0.01403731553;Services;;
2020;France;Pays de la Loire;Gas;128644521;128645;0.128644521;Services;;
2020;France;Pays de la Loire;Gas;3755673.14;3756;0.00375567314;Services;;
2020;France;Pays de la Loire;Gas;14895778.99;14896;0.01489577899;Services;;
2020;France;Pays de la Loire;Gas;22025326.33;22025;0.02202532633;Services;;
2020;France;Pays de la Loire;Gas;5792951553;5792952;5.792951553;Households;;
2020;France;Bretagne;Gas;370501522.9;370502;0.3705015229;Agriculture;;
2020;France;Bretagne;Gas;507164974.5;507165;0.5071649745;Agriculture;;
2020;France;Bretagne;Gas;101005.36;101;0.00010100536;Industry;;
2020;France;Bretagne;Gas;7064987.86;7065;0.00706498786;Industry;;
2020;France;Bretagne;Gas;4205796.12;4206;0.00420579612;Industry;;
2020;France;Bretagne;Gas;38654996.93;38655;0.03865499693;Industry;;
2020;France;Bretagne;Gas;46467356.63;46467;0.04646735663;Industry;;
2020;France;Bretagne;Gas;1669896148;1669896;1.669896148;Industry;;
2020;France;Bretagne;Gas;29882542.63;29883;0.02988254263;Services;;
2020;France;Bretagne;Gas;95032597.38;95033;0.09503259738;Services;;
2020;France;Bretagne;Gas;15088383.5;15088;0.0150883835;Services;;
2020;France;Bretagne;Gas;667197.82;667;0.00066719782;Services;;
2020;France;Bretagne;Gas;3178929.79;3179;0.00317892979;Services;;
2020;France;Bretagne;Gas;2403156.84;2403;0.00240315684;Services;;
2020;France;Bretagne;Gas;367444.9;367;0.0003674449;Services;;
2020;France;Bretagne;Gas;1316361.37;1316;0.00131636137;Services;;
2020;France;Bretagne;Gas;345648422.3;345648;0.3456484223;Services;;
2020;France;Bretagne;Gas;85239844.03;85240;0.08523984403;Services;;
2020;France;Bretagne;Gas;2206906.07;2207;0.00220690607;Services;;
2020;France;Bretagne;Gas;4165385.32;4165;0.00416538532;Services;;
2020;France;Bretagne;Gas;37490666.57;37491;0.03749066657;Services;;
2020;France;Bretagne;Gas;875567597.6;875568;0.8755675976;Services;;
2020;France;Bretagne;Gas;4656216717;4656217;4.656216717;Households;;
2020;France;Nouvelle-Aquitaine;Gas;748807581.4;748808;0.7488075814;Industry;;
2020;France;Nouvelle-Aquitaine;Gas;2928989.96;2929;0.00292898996;Industry;;
2020;France;Nouvelle-Aquitaine;Gas;175338866.9;175339;0.1753388669;Industry;;
2020;France;Nouvelle-Aquitaine;Gas;61074403.1;61074;0.0610744031;Industry;;
2020;France;Nouvelle-Aquitaine;Gas;800155115.2;800155;0.8001551152;Industry;;
2020;France;Nouvelle-Aquitaine;Gas;32279275.05;32279;0.03227927505;Industry;;
2020;France;Nouvelle-Aquitaine;Gas;18161432.3;18161;0.0181614323;Services;;
2020;France;Nouvelle-Aquitaine;Gas;3228948.4;3229;0.0032289484;Services;;
2020;France;Nouvelle-Aquitaine;Gas;26190967.2;26191;0.0261909672;Services;;
2020;France;Nouvelle-Aquitaine;Gas;16149136.58;16149;0.01614913658;Services;;
2020;France;Nouvelle-Aquitaine;Gas;7992931.61;7993;0.00799293161;Services;;
2020;France;Nouvelle-Aquitaine;Gas;721876.21;722;0.00072187621;Services;;
2020;France;Nouvelle-Aquitaine;Gas;2107312.93;2107;0.00210731293;Services;;
2020;France;Nouvelle-Aquitaine;Gas;7203913.27;7204;0.00720391327;Services;;
2020;France;Nouvelle-Aquitaine;Gas;28806701.91;28807;0.02880670191;Services;;
2020;France;Nouvelle-Aquitaine;Gas;149587924.6;149588;0.1495879246;Services;;
2020;France;Nouvelle-Aquitaine;Gas;22685203.69;22685;0.02268520369;Services;;
2020;France;Nouvelle-Aquitaine;Gas;32908.02;33;3.290802E-5;Services;;
2020;France;Nouvelle-Aquitaine;Gas;7589513999;7589514;7.589513999;Households;;
2020;France;Occitanie;Gas;544057740.7;544058;0.5440577407;Industry;;
2020;France;Occitanie;Gas;8242907.47;8243;0.00824290747;Industry;;
2020;France;Occitanie;Gas;12902452.3;12902;0.0129024523;Industry;;
2020;France;Occitanie;Gas;132891932;132892;0.132891932;Industry;;
2020;France;Occitanie;Gas;31597852.76;31598;0.03159785276;Industry;;
2020;France;Occitanie;Gas;83574912.4;83575;0.0835749124;Industry;;
2020;France;Occitanie;Gas;7144355.84;7144;0.00714435584;Industry;;
2020;France;Occitanie;Gas;30337974.08;30338;0.03033797408;Industry;;
2020;France;Occitanie;Gas;2592656.49;2593;0.00259265649;Industry;;
2020;France;Occitanie;Gas;653053.11;653;0.00065305311;Industry;;
2020;France;Occitanie;Gas;785493508.1;785494;0.7854935081;Industry;;
2020;France;Occitanie;Gas;5296300.93;5296;0.00529630093;Industry;;
2020;France;Occitanie;Gas;96106987.68;96107;0.09610698768;Industry;;
2020;France;Occitanie;Gas;404146682;404147;0.404146682;Services;;
2020;France;Occitanie;Gas;17855748.13;17856;0.01785574813;Services;;
2020;France;Occitanie;Gas;53230935.45;53231;0.05323093545;Services;;
2020;France;Occitanie;Gas;19986502.57;19987;0.01998650257;Services;;
2020;France;Occitanie;Gas;205298977.2;205299;0.2052989772;Services;;
2020;France;Occitanie;Gas;13312914.68;13313;0.01331291468;Services;;
2020;France;Occitanie;Gas;1303287.82;1303;0.00130328782;Services;;
2020;France;Occitanie;Gas;23338078.13;23338;0.02333807813;Services;;
2020;France;Occitanie;Gas;2719338.99;2719;0.00271933899;Services;;
2020;France;Occitanie;Gas;1299957.54;1300;0.00129995754;Services;;
2020;France;Occitanie;Gas;1318489.91;1318;0.00131848991;Services;;
2020;France;Occitanie;Gas;32403953.35;32404;0.03240395335;Services;;
2020;France;Occitanie;Gas;716166.71;716;0.00071616671;Services;;
2020;France;Occitanie;Gas;18091346.1;18091;0.0180913461;Services;;
2020;France;Occitanie;Gas;514760518;514761;0.514760518;Services;;
2020;France;Occitanie;Gas;163693416.6;163693;0.1636934166;Services;;
2020;France;Occitanie;Gas;320066977.9;320067;0.3200669779;Services;;
2020;France;Occitanie;Gas;58711367.34;58711;0.05871136734;Services;;
2020;France;Occitanie;Gas;3760827;3761;0.003760827;Services;;
2020;France;Occitanie;Gas;942453.39;942;0.00094245339;Services;;
2020;France;Occitanie;Gas;14506026.17;14506;0.01450602617;Services;;
2020;France;Occitanie;Gas;54457380.14;54457;0.05445738014;Services;;
2020;France;Occitanie;Gas;503936.58;504;0.00050393658;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;565139.21;565;0.00056513921;Agriculture;;
2020;France;Auvergne-Rhône-Alpes;Gas;1590266273;1590266;1.590266273;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;62345726.07;62346;0.06234572607;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;245371548.5;245372;0.2453715485;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;6187611.94;6188;0.00618761194;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;28065118.8;28065;0.0280651188;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;68637737.72;68638;0.06863773772;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;5651200.33;5651;0.00565120033;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;109343527.9;109344;0.1093435279;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;24189098.8;24189;0.0241890988;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;55087756.67;55088;0.05508775667;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;183663409.4;183663;0.1836634094;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;142404231.3;142404;0.1424042313;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;3316894745;3316895;3.316894745;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;36652014.64;36652;0.03665201464;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;83855911.11;83856;0.08385591111;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;1483901.19;1484;0.00148390119;Industry;;
2020;France;Auvergne-Rhône-Alpes;Gas;24591231;24591;0.024591231;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;5698199.96;5698;0.00569819996;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;277439440.5;277439;0.2774394405;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;114539239.5;114539;0.1145392395;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;17985761.82;17986;0.01798576182;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;216800498.4;216800;0.2168004984;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;9091601.03;9092;0.00909160103;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;1006318.15;1006;0.00100631815;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;108980463.4;108980;0.1089804634;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;46813358.45;46813;0.04681335845;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;644973044.9;644973;0.6449730449;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;3457508.22;3458;0.00345750822;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;96473917.33;96474;0.09647391733;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;24877860.94;24878;0.02487786094;Agriculture;;
2020;France;Auvergne-Rhône-Alpes;Gas;2582843110;2582843;2.58284311;Services;;
2020;France;Auvergne-Rhône-Alpes;Gas;13953761090;13953761;13.95376109;Households;;
2020;France;Provence-Alpes-Côte d'Azur;Gas;39217281.68;39217;0.03921728168;Industry;;
2020;France;Provence-Alpes-Côte d'Azur;Gas;43005793.61;43006;0.04300579361;Industry;;
2020;France;Provence-Alpes-Côte d'Azur;Gas;1410910.78;1411;0.00141091078;Industry;;
2020;France;Provence-Alpes-Côte d'Azur;Gas;7855772.92;7856;0.00785577292;Industry;;
